ID_Soporte;ITEM;EWP;CWP;CWA;PWP;ID_LINEA;ID_ISO;CLASE;ID_TipoSoporte;DIAM.;CANTIDAD;UNIDAD;PESO_TOTAL;UNIDAD2;SUMINISTRO;OBSERV.;;
"293_SL-02, ANGULO ANCLAJE LATERAL_6""";293;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"297_SL-02, ANGULO ANCLAJE LATERAL_6""";297;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"302_SL-02, ANGULO ANCLAJE LATERAL_6""";302;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"303_SL-02, ANGULO ANCLAJE LATERAL_6""";303;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"304_SL-02, ANGULO ANCLAJE LATERAL_6""";304;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"308_SL-02, ANGULO ANCLAJE LATERAL_6""";308;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"311_SL-02, ANGULO ANCLAJE LATERAL_6""";311;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"313_SL-02, ANGULO ANCLAJE LATERAL_6""";313;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"316_SL-02, ANGULO ANCLAJE LATERAL_6""";316;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"322_SL-02, ANGULO ANCLAJE LATERAL_6""";322;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"324_SL-02, ANGULO ANCLAJE LATERAL_6""";324;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"328_SL-02, ANGULO ANCLAJE LATERAL_6""";328;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"331_SL-02, ANGULO ANCLAJE LATERAL_6""";331;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"334_SL-02, ANGULO ANCLAJE LATERAL_6""";334;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"335_SL-02, ANGULO ANCLAJE LATERAL_6""";335;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"344_SL-02, ANGULO ANCLAJE LATERAL_6""";344;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"348_SL-02, ANGULO ANCLAJE LATERAL_6""";348;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"349_SL-02, ANGULO ANCLAJE LATERAL_6""";349;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"353_SL-02, ANGULO ANCLAJE LATERAL_6""";353;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"356_SL-02, ANGULO ANCLAJE LATERAL_6""";356;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"358_SL-02, ANGULO ANCLAJE LATERAL_6""";358;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"365_SL-02, ANGULO ANCLAJE LATERAL_6""";365;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"377_SL-02, ANGULO ANCLAJE LATERAL_6""";377;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"381_SL-02, ANGULO ANCLAJE LATERAL_6""";381;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"399_SL-02, ANGULO ANCLAJE LATERAL_6""";399;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"401_SL-02, ANGULO ANCLAJE LATERAL_6""";401;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"407_SL-02, ANGULO ANCLAJE LATERAL_6""";407;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"408_SL-02, ANGULO ANCLAJE LATERAL_6""";408;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"409_SL-02, ANGULO ANCLAJE LATERAL_6""";409;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"411_SL-02, ANGULO ANCLAJE LATERAL_6""";411;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"415_SL-02, ANGULO ANCLAJE LATERAL_6""";415;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"421_SL-02, ANGULO ANCLAJE LATERAL_6""";421;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"424_SL-02, ANGULO ANCLAJE LATERAL_6""";424;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"431_SL-02, ANGULO ANCLAJE LATERAL_6""";431;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"433_SL-02, ANGULO ANCLAJE LATERAL_6""";433;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"437_SL-02, ANGULO ANCLAJE LATERAL_6""";437;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"438_SL-02, ANGULO ANCLAJE LATERAL_6""";438;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"439_SL-02, ANGULO ANCLAJE LATERAL_6""";439;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"443_SL-02, ANGULO ANCLAJE LATERAL_6""";443;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"448_SL-02, ANGULO ANCLAJE LATERAL_6""";448;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"454_SL-02, ANGULO ANCLAJE LATERAL_6""";454;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"459_SL-02, ANGULO ANCLAJE LATERAL_6""";459;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"463_SL-02, ANGULO ANCLAJE LATERAL_6""";463;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"465_SL-02, ANGULO ANCLAJE LATERAL_6""";465;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0018-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"1_ES-02, SOPORTE TRUNNION_1/2""";1;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;ES-02, SOPORTE TRUNNION;"1/2""";1;un;-;kg;Contratista;;;
"12_MS-06, MARCO SOPORTE TIPO ""L""_6""";12;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;"MS-06, MARCO SOPORTE TIPO ""L""";"6""";1;un;-;kg;Contratista;;;
"21_PU-01, PERNO U LARGO_6""";21;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"23_PU-01, PERNO U LARGO_6""";23;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"26_PU-01, PERNO U LARGO_6""";26;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"44_PU-01, PERNO U LARGO_6""";44;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"58_PU-01, PERNO U LARGO_6""";58;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"63_PU-01, PERNO U LARGO_6""";63;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"71_PU-01, PERNO U LARGO_6""";71;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"72_PU-01, PERNO U LARGO_6""";72;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"84_PU-01, PERNO U LARGO_6""";84;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"85_PU-01, PERNO U LARGO_6""";85;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"87_PU-01, PERNO U LARGO_6""";87;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"95_PU-01, PERNO U LARGO_6""";95;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"108_PU-01, PERNO U LARGO_6""";108;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"140_PU-01, PERNO U LARGO_6""";140;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;PU-01, PERNO U LARGO;"6""";1;un;-;kg;Contratista;;;
"223_SL-02, ANGULO ANCLAJE LATERAL_6""";223;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"230_SL-02, ANGULO ANCLAJE LATERAL_6""";230;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"231_SL-02, ANGULO ANCLAJE LATERAL_6""";231;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"233_SL-02, ANGULO ANCLAJE LATERAL_6""";233;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"234_SL-02, ANGULO ANCLAJE LATERAL_6""";234;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"237_SL-02, ANGULO ANCLAJE LATERAL_6""";237;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"240_SL-02, ANGULO ANCLAJE LATERAL_6""";240;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"243_SL-02, ANGULO ANCLAJE LATERAL_6""";243;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"244_SL-02, ANGULO ANCLAJE LATERAL_6""";244;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"251_SL-02, ANGULO ANCLAJE LATERAL_6""";251;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"255_SL-02, ANGULO ANCLAJE LATERAL_6""";255;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"258_SL-02, ANGULO ANCLAJE LATERAL_6""";258;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"264_SL-02, ANGULO ANCLAJE LATERAL_6""";264;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"268_SL-02, ANGULO ANCLAJE LATERAL_6""";268;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"272_SL-02, ANGULO ANCLAJE LATERAL_6""";272;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"278_SL-02, ANGULO ANCLAJE LATERAL_6""";278;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"286_SL-02, ANGULO ANCLAJE LATERAL_6""";286;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"287_SL-02, ANGULO ANCLAJE LATERAL_6""";287;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"301_SL-02, ANGULO ANCLAJE LATERAL_6""";301;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"310_SL-02, ANGULO ANCLAJE LATERAL_6""";310;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"317_SL-02, ANGULO ANCLAJE LATERAL_6""";317;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"318_SL-02, ANGULO ANCLAJE LATERAL_6""";318;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"327_SL-02, ANGULO ANCLAJE LATERAL_6""";327;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"333_SL-02, ANGULO ANCLAJE LATERAL_6""";333;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"337_SL-02, ANGULO ANCLAJE LATERAL_6""";337;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"343_SL-02, ANGULO ANCLAJE LATERAL_6""";343;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"347_SL-02, ANGULO ANCLAJE LATERAL_6""";347;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"354_SL-02, ANGULO ANCLAJE LATERAL_6""";354;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"357_SL-02, ANGULO ANCLAJE LATERAL_6""";357;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"366_SL-02, ANGULO ANCLAJE LATERAL_6""";366;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"369_SL-02, ANGULO ANCLAJE LATERAL_6""";369;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"370_SL-02, ANGULO ANCLAJE LATERAL_6""";370;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"374_SL-02, ANGULO ANCLAJE LATERAL_6""";374;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
"376_SL-02, ANGULO ANCLAJE LATERAL_6""";376;EWP-3351-10-PA-220;CWP-3351-10-PA-220;CWA-3351-10;PWP-3351-10-PA-220;"03351-CT-6""-C3-0021-R3";;C3;SL-02, ANGULO ANCLAJE LATERAL;"6""";1;un;-;kg;Contratista;;;
